trip_id,country,age_group,travel_companions,num_females,num_males,main_activity,visit_purpose,is_first_visit,mainland_stay_nights,island_stay_nights,tour_type,intl_transport_included,info_source,accomodation_included,food_included,domestic_transport_included,sightseeing_included,guide_included,insurance_included,days_booked_before_trip,arrival_weather,total_trip_days,has_special_requirements,spend_category
tour_idyrl5rriz,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Conference Tourism,Leisure and Holidays,Yes,14,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,15-30 ,Rainy,7-14,"dietary needs,",0.0
tour_idcacj32ko,UAE,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,8,Package Tour,No,"Travel agent, tour operator",No,No,No,No,No,No,,Stormy,30+,none,0.0
tour_idhqj50w3a,CANADA,65+,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,Yes,"Travel agent, tour operator",,Yes,Yes,Yes,Yes,Yes,,"sunny,",7-14,,0.0
tour_ids2swbpw1,UNITED KINGDOM,65+,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,90+,Rainy,,none,1.0
tour_idnhc7ya9u,FRANCE,45-64,With Other Friends/Relatives,1.0,2.0,Conference Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,Others,Yes,Yes,Yes,No,Yes,Yes,61-90,,30+,,0.0
tour_idfpmacami,GERMANY,45-64,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",15-30,none,1.0
tour_idwq44th0d,ITALY,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,8,Package Tour,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,,1-6,,0.0
tour_idpg7udmih,SPAIN,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,6,Package Tour,Yes,"Radio, TV, Web",Yes,Yes,Yes,No,No,No,61-90,Stormy,30+,,0.0
tour_idfgdnnorw,CHINA,18-24,Alone,0.0,1.0,Hunting Tourism,Business,Yes,4,4,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,1-6,none,1.0
tour_idakezwg8i,UNITED STATES OF AMERICA,45-64,,0.0,2.0,Wildlife Tourism,Leisure and Holidays,Yes,5,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,No,Yes,Yes,No,61-90,humid,1-6,,1.0
tour_id0vzbcc43,ZAMBIA,25-44,,1.0,0.0,Mountain Climbing,Business,Yes,2,0,Independent,No,Trade fair,No,No,No,No,No,No,90+,"sunny,",1-6,,2.0
tour_idohyolxnw,UNITED KINGDOM,25-44,With Other Friends/Relatives,8.0,23.0,Conference Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,90+,"sunny,",7-14,none,1.0
tour_id54xjt6ee,AUSTRALIA,18-24,Alone,1.0,0.0,Conference Tourism,Visiting Friends and Relatives,No,5,4,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,61-90,,30+,,0.0
tour_id2gixp5as,AUSTRALIA,18-24,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,3,Package Tour,Yes,Others,Yes,Yes,Yes,Yes,Yes,No,90+,,30+,none,0.0
tour_idil4y4zgf,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",15-30,,0.0
tour_id4xuvi76x,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Mountain Climbing,Meetings and Conference,Yes,6,0,Independent,No,Others,No,No,No,No,No,No,61-90,"cloudy,",30+,"dietary needs,",0.0
tour_idc09s6gzk,UGANDA,25-44,With Other Friends/Relatives,2.0,0.0,Hunting Tourism,Visiting Friends and Relatives,Yes,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"sunny,",30+,none,2.0
tour_idjynjlpay,FRANCE,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,Yes,61-90,,1-6,none,0.0
tour_idnv2a1cfj,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,4.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,"sunny,",30+,,0.0
tour_idi86phv6s,UNITED KINGDOM,18-24,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,10,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,61-90,"cloudy,",1-6,none,0.0
tour_idclvm5rcc,ITALY,25-44,With Other Friends/Relatives,3.0,3.0,Beach Tourism,Leisure and Holidays,Yes,7,5,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,"sunny,",7-14,,0.0
tour_idup4lzu26,ITALY,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,"sunny,",,,0.0
tour_id16mbfh4b,AUSTRIA,45-64,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,1,11,Package Tour,No,"Travel agent, tour operator",Yes,No,No,No,No,No,90+,Rainy,7-14,,0.0
tour_id3ogzjwn4,NORWAY,18-24,With Spouse,1.0,1.0,Cultural Tourism,Scientific and Academic,Yes,37,3,Independent,No,Others,No,No,No,No,No,No,31-60,,7-14,,1.0
tour_idtm7nsjbx,ZIMBABWE,25-44,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,1-6,none,1.0
tour_id6vv09msv,CANADA,45-64,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,No,10,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,No,90+,,7-14,,0.0
tour_idh8d5yq5i,CHINA,25-44,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,37,0,Independent,No,Mexican Mission Abroad,No,No,No,No,No,No,15-30 ,"Windy,",30+,,0.0
tour_idrhitgng2,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Wildlife Tourism,Meetings and Conference,Yes,12,0,Independent,No,Others,No,No,No,No,No,No,,"Windy,",30+,,0.0
tour_ideze60qqk,OMAN,25-44,With Spouse,1.0,1.0,Cultural Tourism,Visiting Friends and Relatives,Yes,7,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,90+,,7-14,,2.0
tour_idtuy5qsgu,UNITED KINGDOM,25-44,With Other Friends/Relatives,0.0,2.0,Conference Tourism,Leisure and Holidays,Yes,11,0,Package Tour,No,"Travel agent, tour operator",,Yes,No,No,Yes,No,61-90,"Windy,",15-30,,0.0
tour_idwepsj1yi,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,No,7,0,Independent,No,Others,No,No,No,No,No,No,90+,"cloudy,",1-6,none,1.0
tour_id7j809b8h,BELGIUM,25-44,Alone,0.0,1.0,Conference Tourism,Leisure and Holidays,Yes,11,6,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,15-30 ,Rainy,7-14,,1.0
tour_id2u7sccd7,ZIMBABWE,25-44,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Business,Yes,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Rainy,7-14,,1.0
tour_idd57jpfai,NORWAY,25-44,With Spouse,1.0,1.0,Business,Leisure and Holidays,,0,6,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,30+,,1.0
tour_idvbkl9uxa,CANADA,18-24,With Other Friends/Relatives,3.0,3.0,Cultural Tourism,Leisure and Holidays,Yes,9,6,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,No,No,90+,Stormy,30+,"dietary needs,",0.0
tour_idofdlptqg,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,4,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,90+,,1-6,,0.0
tour_idyld56vez,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Cultural Tourism,Visiting Friends and Relatives,Yes,10,13,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,other,1-6,,1.0
tour_id2w316t5f,UKRAIN,45-64,Alone,0.0,1.0,Widlife Tourism,Business,Yes,27,0,Independent,No,Others,No,No,No,No,No,No,61-90,Rainy,7-14,none,1.0
tour_idgw7ujl4z,INDIA,25-44,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,No,1,0,Independent,,"Travel agent, tour operator",No,No,No,No,No,No,90+,Rainy,15-30,,1.0
tour_idw38tn1e5,KOREA,25-44,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,No,16,2,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,"sunny,",15-30,,0.0
tour_idxrhznk85,BRAZIL,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,30+,,1.0
tour_idgennw43l,GAMBIA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Friends, relatives",Yes,Yes,No,No,Yes,No,15-30 ,Stormy,30+,none,0.0
tour_id846jbzzc,ITALY,45-64,With Spouse,1.0,1.0,Wildlife Tourism,Leisure and Holidays,Yes,14,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,No,Yes,No,90+,"cloudy,",30+,none,0.0
tour_id57bjp6cr,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Wildlife Tourism,Business,No,2,0,Independent,Yes,"Newspaper, magazines, brochures",Yes,,No,No,No,No,,,30+,,1.0
tour_id58gu46s3,ZAMBIA,25-44,Alone,0.0,1.0,Mountain Climbing,Business,Yes,20,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,,1-6,none,1.0
tour_idj172aewf,,25-44,With Children,0.0,2.0,Beach Tourism,Business,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,15-30,,1.0
tour_id64ou6jhm,IRELAND,45-64,Alone,1.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,Yes,Yes,No,61-90,"Windy,",30+,,0.0
tour_idlpiv4qlg,FRANCE,18-24,With Spouse,3.0,3.0,Cultural Tourism,Leisure and Holidays,Yes,12,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,No,61-90,,7-14,,0.0
tour_idhxrlef7y,AUSTRALIA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,10,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,,7-14,,0.0
tour_id2ng1hu8c,ITALY,18-24,Alone,1.0,0.0,Beach Tourism,Leisure and Holidays,Yes,21,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,1-7 ,"cloudy,",30+,,1.0
tour_idy0c7qyra,INDIA,25-44,Alone,0.0,1.0,Beach Tourism,Business,Yes,60,0,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,90+,Stormy,7-14,none,1.0
tour_id3168z9dh,MEXICO,65+,Alone,1.0,0.0,Hunting Tourism,Volunteering,Yes,30,0,Independent,No,Mexican Mission Abroad,No,No,No,No,No,No,61-90,"sunny,",7-14,none,1.0
tour_idarh6scdv,ZAMBIA,25-44,Alone,0.0,1.0,Business,Business,No,6,0,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,90+,other,7-14,none,1.0
tour_id5n0cgvvb,UNITED KINGDOM,25-44,Alone,1.0,0.0,Cultural Tourism,Visiting Friends and Relatives,No,20,5,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,Rainy,7-14,none,1.0
tour_idsej97wtk,IRELAND,18-24,With Spouse and Children,3.0,1.0,Beach Tourism,Leisure and Holidays,No,0,5,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,No,Yes,Yes,1-7 ,"sunny,",30+,,0.0
tour_idp5vpjao3,GERMANY,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,3,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,8-14,Rainy,1-6,,0.0
tour_idbfjw0nhy,GERMANY,45-64,Alone,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,1-7 ,,7-14,none,0.0
tour_idupy4vjk5,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Widlife Tourism,Business,Yes,13,0,Package Tour,Yes,"Friends, relatives",Yes,No,Yes,No,No,No,8-14,"Windy,",30+,,0.0
tour_id1386d68r,BELGIUM,45-64,,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,6,3,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,other,1-6,,0.0
tour_idhvwdgy82,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,No,0,4,Package Tour,Yes,"Radio, TV, Web",Yes,Yes,No,No,No,Yes,90+,,7-14,none,0.0
tour_idu63e9b4p,GERMANY,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,14,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,,1-6,none,0.0
tour_idc4kvavgs,SWEDEN,18-24,Alone,1.0,0.0,Cultural Tourism,Leisure and Holidays,Yes,10,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,"Windy,",1-6,,1.0
tour_idpp0fxqjh,UGANDA,25-44,Alone,0.0,1.0,,Scientific and Academic,No,6,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,"sunny,",1-6,none,2.0
tour_idki4fu1rb,AUSTRALIA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,5,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,other,30+,,0.0
tour_id3fepc0su,CANADA,45-64,With Spouse and Children,2.0,2.0,Beach Tourism,Business,No,8,0,Independent,No,Others,No,No,No,No,No,No,90+,"Windy,",7-14,none,1.0
tour_idrwszxzco,UNITED STATES OF AMERICA,18-24,Alone,1.0,0.0,Mountain Climbing,Scientific and Academic,No,60,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,,30+,"dietary needs,",1.0
tour_idp3kjc3m0,SEYCHELLES,25-44,Alone,0.0,1.0,Business,Meetings and Conference,Yes,14,0,Independent,No,Others,No,No,No,No,No,No,8-14,,7-14,translator required.,1.0
tour_idbbuhh5z5,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,5.0,5.0,Conference Tourism,Leisure and Holidays,Yes,17,3,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,No,90+,other,1-6,,0.0
tour_id9z7dwsk2,,25-44,With Spouse,1.0,1.0,Conference Tourism,Leisure and Holidays,No,15,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,61-90,,15-30,,0.0
tour_idn8tsuazs,NORWAY,18-24,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,30,3,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Stormy,,none,1.0
tour_id6g4nztr0,UNITED KINGDOM,25-44,Alone,0.0,1.0,Cultural Tourism,Visiting Friends and Relatives,,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",30+,,1.0
tour_idvyu590do,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,14,0,Package Tour,Yes,"Newspaper, magazines, brochures",Yes,Yes,Yes,Yes,Yes,No,61-90,,7-14,,0.0
tour_idq0wq9qlc,SOUTH AFRICA,45-64,Alone,0.0,1.0,Widlife Tourism,Business,No,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,No,Yes,No,No,No,61-90,"Windy,",30+,,2.0
tour_idym2eis2a,ITALY,25-44,With Other Friends/Relatives,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,Yes,8-14,"sunny,",7-14,,2.0
tour_idwxq25wb9,GERMANY,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,12,Package Tour,Yes,"Travel agent, tour operator",Yes,,No,No,No,No,,,30+,,0.0
tour_idv888zbp3,ZIMBABWE,25-44,,0.0,1.0,Hunting Tourism,Other,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,31-60,Rainy,30+,,1.0
tour_idh2n9v195,ZAMBIA,18-24,Alone,0.0,1.0,Hunting Tourism,Other,No,2,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,,,,none,2.0
tour_id4s1jw99q,SWIZERLAND,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,,Rainy,7-14,none,0.0
tour_idvdughcz2,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,0.0,Widlife Tourism,Leisure and Holidays,Yes,10,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,61-90,Rainy,30+,,0.0
tour_iduq5t8zd7,UNITED STATES OF AMERICA,65+,With Spouse and Children,2.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,9,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,61-90,other,15-30,,0.0
tour_idwibhm7uj,ZAMBIA,25-44,Alone,0.0,1.0,Beach Tourism,Business,No,2,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Stormy,7-14,,1.0
tour_id1kat1797,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,12,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,,,7-14,,0.0
tour_idtv09rmfg,JAPAN,18-24,Alone,1.0,0.0,Hunting Tourism,Volunteering,Yes,24,0,Independent,No,Others,No,No,No,No,No,No,,Rainy,1-6,none,1.0
tour_idhyn3igm5,BELGIUM,18-24,Alone,1.0,0.0,Hunting Tourism,Volunteering,Yes,11,0,Package Tour,No,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,90+,"sunny,",7-14,,1.0
tour_id8k9l6io9,KENYA,18-24,With Other Friends/Relatives,0.0,1.0,Beach Tourism,Visiting Friends and Relatives,Yes,3,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,humid,1-6,,1.0
tour_idk2atep42,SWEDEN,65+,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,6,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,Yes,Yes,15-30 ,,15-30,,0.0
tour_idquako94s,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,No,12,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,,"Windy,",30+,"dietary needs,",0.0
tour_id83h9mq64,AUSTRALIA,25-44,Alone,0.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,7,3,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,31-60,other,7-14,,0.0
tour_id52rkt5f8,SPAIN,45-64,With Spouse and Children,1.0,2.0,Widlife Tourism,Leisure and Holidays,No,5,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,,1-6,,0.0
tour_idte4s9r1i,ITALY,25-44,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,10,Package Tour,Yes,Inflight magazines,Yes,Yes,Yes,Yes,Yes,Yes,,"sunny,",15-30,,0.0
tour_idzvtjqa7f,UNITED KINGDOM,18-24,Alone,1.0,0.0,Conference Tourism,Leisure and Holidays,Yes,7,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,15-30 ,,30+,"dietary needs,",1.0
tour_idj43dmcui,AUSTRALIA,65+,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,6,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,,30+,,1.0
tour_idzvwytb89,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,No,21,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,Stormy,7-14,,1.0
tour_id0g356yii,BURUNDI,25-44,Alone,0.0,1.0,Cultural Tourism,Visiting Friends and Relatives,Yes,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,,Rainy,15-30,"dietary needs,",2.0
tour_idhjk9zq6c,ZAMBIA,25-44,Alone,0.0,1.0,Beach Tourism,Business,No,3,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,30+,,2.0
tour_idoodddu11,NORWAY,18-24,With Other Friends/Relatives,23.0,6.0,Widlife Tourism,Leisure and Holidays,Yes,33,4,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,15-30 ,"Windy,",,none,1.0
tour_id943g3p2h,DRC,18-24,Alone,1.0,0.0,Bird Tourism,Business,Yes,5,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,90+,,7-14,none,2.0
tour_idd8iffeej,ITALY,25-44,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Visiting Friends and Relatives,Yes,14,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,Rainy,30+,,0.0
tour_idedicbi7d,UGANDA,25-44,Alone,0.0,1.0,Mountain Climbing,Meetings and Conference,No,16,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Stormy,30+,,1.0
tour_id3nmpol5w,UNITED KINGDOM,25-44,Alone,0.0,1.0,Hunting Tourism,Business,Yes,1,3,Independent,No,"Newspaper, magazines, brochures",No,No,No,No,No,No,61-90,"sunny,",7-14,,1.0
tour_idcvshgojs,SOUTH AFRICA,25-44,Alone,1.0,0.0,Conference Tourism,Meetings and Conference,No,4,0,Independent,No,Others,No,No,No,No,No,No,8-14,"cloudy,",30+,,1.0
tour_idaz2eoznr,VIETNAM,25-44,Alone,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,7,0,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,15-30 ,"sunny,",1-6,translator required.,0.0
tour_id06fz7bcj,UNITED KINGDOM,18-24,With Other Friends/Relatives,0.0,2.0,Cultural Tourism,Leisure and Holidays,Yes,9,7,Independent,No,"Radio, TV, Web",No,No,No,No,No,No,61-90,"cloudy,",1-6,,1.0
tour_idl23s7ujz,UNITED KINGDOM,45-64,Alone,0.0,1.0,Hunting Tourism,Visiting Friends and Relatives,No,4,0,Independent,No,"Friends, relatives",No,No,No,No,No,,61-90,,7-14,"dietary needs,",1.0
tour_idxxmcxg9d,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Cultural Tourism,Visiting Friends and Relatives,No,23,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,"sunny,",1-6,,1.0
tour_id609k517y,SPAIN,65+,With Spouse and Children,2.0,1.0,Widlife Tourism,Meetings and Conference,Yes,3,0,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,Yes,Yes,,other,15-30,translator required.,0.0
tour_idztgrzl6s,ITALY,18-24,With Spouse,1.0,1.0,Beach Tourism,Leisure and Holidays,Yes,0,7,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,15-30 ,"cloudy,",1-6,,0.0
tour_idqjqnkwm7,ITALY,45-64,With Other Friends/Relatives,2.0,2.0,Wildlife Tourism,Leisure and Holidays,Yes,5,6,Package Tour,Yes,"Friends, relatives",Yes,Yes,Yes,Yes,No,Yes,90+,"sunny,",15-30,,0.0
tour_idm1yuhj22,SPAIN,18-24,With Other Friends/Relatives,2.0,2.0,Beach Tourism,Leisure and Holidays,Yes,6,3,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,Yes,61-90,Rainy,30+,none,1.0
tour_idngz6siqt,ITALY,25-44,With Spouse,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,0,35,Independent,No,Others,No,No,No,No,No,No,90+,Rainy,7-14,,0.0
tour_id8odg99k4,UNITED KINGDOM,18-24,Alone,0.0,1.0,Beach Tourism,Leisure and Holidays,Yes,11,3,Package Tour,No,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,"sunny,",1-6,none,1.0
tour_id9b70qg9x,ZAMBIA,25-44,Alone,0.0,1.0,Beach Tourism,Business,No,1,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,7-14,translator required.,2.0
tour_idyik4xia5,UNITED KINGDOM,18-24,With Other Friends/Relatives,1.0,1.0,Hunting Tourism,Leisure and Holidays,Yes,12,5,Package Tour,,"Travel agent, tour operator",Yes,Yes,Yes,Yes,Yes,No,90+,Rainy,7-14,,0.0
tour_idcvjem6e6,NETHERLANDS,45-64,With Spouse and Children,1.0,3.0,Wildlife Tourism,Leisure and Holidays,Yes,16,5,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,Yes,No,No,1-7 ,,30+,none,0.0
tour_iddgy4qbjs,INDIA,25-44,Alone,0.0,1.0,Widlife Tourism,Visiting Friends and Relatives,No,4,0,Independent,No,"Travel agent, tour operator",No,No,No,No,No,No,61-90,,7-14,none,2.0
tour_idopy4k08b,UGANDA,25-44,Alone,0.0,1.0,Bird Tourism,Visiting Friends and Relatives,No,20,0,Independent,No,"Friends, relatives",No,No,No,No,No,No,61-90,Rainy,7-14,none,1.0
tour_idu4gy9m57,MALAYSIA,45-64,With Other Friends/Relatives,1.0,1.0,Widlife Tourism,Leisure and Holidays,Yes,6,0,Package Tour,Yes,"Travel agent, tour operator",No,No,No,No,No,No,90+,,7-14,,0.0
tour_idzrw6liex,UNITED KINGDOM,45-64,With Spouse and Children,1.0,3.0,Business,Leisure and Holidays,Yes,4,6,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,No,Yes,Yes,No,61-90,Rainy,1-6,none,0.0
tour_idffn66g4q,UNITED STATES OF AMERICA,65+,Alone,1.0,0.0,Wildlife Tourism,Leisure and Holidays,Yes,9,4,Package Tour,Yes,"Travel agent, tour operator",Yes,Yes,Yes,No,No,No,31-60,,7-14,,0.0
tour_id43mu1v2b,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Cultural Tourism,Leisure and Holidays,Yes,1,0,Independent,No,Trade fair,No,No,No,No,No,No,90+,"cloudy,",30+,none,2.0
